Id,Name,Birthdate__c,Country_Of_Origin__c,Digitized_Flag__c,First_Name__c,Gender__c,Last_Name__c,Port_of_Entry__c,Handcrafted_for_eWRTS_Demo_Scenario__c
a003B000005F2NBQA0,879022671,1967-12-14,Qatar,true,Ivar,Genderfluid,Everist,"Rio Grande City, Texas - 2307",true
a003B000005F2WmQAK,694853246,1987-01-18,Czech Republic,false,Guillaume,Bigender,Lane,"Buffalo, New York - 0901",true
a003B000005F2WnQAK,780920539,1996-01-24,China,false,Robinia,Male,Polden,"Amarillo, Texas - 5502",true
a003B000005F2WoQAK,562671098,1987-11-18,Sweden,true,Fernanda,Non-binary,Twort,"Tucson, Arizona - 2609",true
a003B000005F2WpQAK,889032503,1963-05-30,United States,false,Carmela,Agender,Gaylord,"Albuquerque, New Mexico - 2407",true
a003B000005F2WqQAK,584948566,1963-10-08,Myanmar,true,Evvy,Male,Van Oord,"Buffalo, New York - 0901",true
a003B000005F2WrQAK,792933751,1969-03-24,Guinea,false,Venus,Male,Stolze,"Tucson, Arizona - 2609",true
a003B000005F2WsQAK,646130669,1962-07-04,Philippines,true,Gwennie,Polygender,Frossell,"Tucson, Arizona - 2609",true
a003B000005F2WtQAK,312500952,1995-07-16,Saudi Arabia,true,Pincas,Male,Paulig,"Buffalo, New York - 0901",true
a003B000005F2WuQAK,684600474,1952-06-21,Philippines,true,Renaud,Genderfluid,Hallin,"Rio Grande City, Texas - 2307",true
a003B000005F2WvQAK,142274105,1999-01-07,Kazakhstan,false,Jerrine,Male,Carvill,"Calexico East - Class A, California - 2507",true
a003B000005F2WwQAK,782068741,1952-02-21,Russia,false,Emyle,Male,Southby,"Rio Grande City, Texas - 2307",true
a003B000005F2WxQAK,926741604,1975-09-30,United States,true,Rina,Genderqueer,Wybrew,"Rio Grande City, Texas - 2307",true
a003B000005F2WyQAK,931939303,1960-05-08,China,true,Analiese,Polygender,Cordeau],"Nogales, Arizona - 2604",true
a003B000005F2WzQAK,229515385,1984-01-15,Portugal,true,Portia,Polygender,Rutley,"Buffalo, New York - 0901",true
a003B000005F2X0QAK,717280883,1978-03-26,Democratic Republic of the Congo,true,Gale,Polygender,Balcombe,"Amarillo, Texas - 5502",true
a003B000005F2X1QAK,669499773,1957-12-08,China,false,Celene,Polygender,Canizares,"Calexico East - Class A, California - 2507",true
a003B000005F2X2QAK,613353651,1954-10-11,Sweden,true,Waiter,Agender,Wealleans,"Rio Grande City, Texas - 2307",true
a003B000005F2X3QAK,611314321,1952-02-21,China,true,Dyann,Female,Attow,"Rio Grande City, Texas - 2307",true
a003B000005F2X4QAK,504610260,1990-03-15,Uganda,false,Mar,Male,Lambertson,"Amarillo, Texas - 5502",true
a003B000005F2X5QAK,819333733,1954-04-18,Portugal,true,Emmey,Genderqueer,Mardlin,"Nogales, Arizona - 2604",true
a003B000005F2X6QAK,648521044,1952-07-29,Poland,false,Janie,Agender,Cyples,"Amarillo, Texas - 5502",true
a003B000005F2X7QAK,945203619,1986-06-01,China,true,Serene,Female,McLaggan,"Nogales, Arizona - 2604",true
a003B000005F2X8QAK,467316522,1991-03-16,Bolivia,true,Jeremias,Agender,Lehrmann,"Nogales, Arizona - 2604",true
a003B000005F2X9QAK,594803911,1965-12-14,Nicaragua,false,Ossie,Bigender,Charrett,"Rio Grande City, Texas - 2307",true
a003B000005F2XAQA0,851931114,1971-11-07,Finland,true,Steve,Genderfluid,Hopfer,"Amarillo, Texas - 5502",true
a003B000005F2XBQA0,906838199,1993-02-02,Canada,true,Zorina,Genderfluid,Reitenbach,"Calexico East - Class A, California - 2507",true
a003B000005F2XCQA0,445838598,1957-10-10,Portugal,true,Dalila,Genderqueer,Hayselden,"Albuquerque, New Mexico - 2407",true
a003B000005F2XDQA0,104546942,1996-08-22,Brazil,false,Bartolomeo,Male,Jiracek,"Rio Grande City, Texas - 2307",true
a003B000005F2XEQA0,129419762,1985-06-14,Canada,false,Ellis,Non-binary,Phizackerly,"Buffalo, New York - 0901",true
a003B000005F2XFQA0,475747278,1973-02-04,France,false,Karlyn,Genderqueer,Calliss,"Amarillo, Texas - 5502",true
a003B000005F2XGQA0,837268412,1980-04-20,China,false,Coraline,Non-binary,Goldin,"Calexico East - Class A, California - 2507",true
a003B000005F2XHQA0,953599141,1957-03-04,Central African Republic,false,Thorstein,Male,Woofenden,"Amarillo, Texas - 5502",true
a003B000005F2XIQA0,133733771,1995-04-19,Peru,false,Warren,Non-binary,Alexandre,"Albuquerque, New Mexico - 2407",true
a003B000005F2NCQA0,229495349,1989-02-10,Netherlands,false,Kerr,Genderfluid,Kerfut,"Nogales, Arizona - 2604",true
a003B000005F2NDQA0,748638683,1978-02-02,Colombia,true,Nance,Female,Entwisle,"Nogales, Arizona - 2604",true
a003B000005F2NEQA0,864834367,1986-01-10,Peru,true,Berti,Polygender,Bowhay,"Rio Grande City, Texas - 2307",true
a003B000005F2NFQA0,102530606,1950-11-07,Philippines,true,Dennet,Bigender,Oake,"Nogales, Arizona - 2604",true
a003B000005F2NGQA0,156548313,1978-10-14,Philippines,false,Jeno,Bigender,Marquet,"Buffalo, New York - 0901",true
a003B000005F2NHQA0,445552903,1980-08-28,Indonesia,true,Zachariah,Female,Tydd,"Buffalo, New York - 0901",true
a003B000005F2NIQA0,921445740,1959-05-02,China,false,Karlotta,Female,Bamell,"Nogales, Arizona - 2604",true
a003B000005F2NJQA0,707743289,1952-04-11,China,true,Jessa,Polygender,Mahady,"Amarillo, Texas - 5502",true
a003B000005F2NKQA0,397206040,1972-03-06,Philippines,true,Thorstein,Agender,Chern,"Tucson, Arizona - 2609",true
a003B000005F2NLQA0,594811798,1985-02-06,Canada,true,Pren,Polygender,Spellicy,"Buffalo, New York - 0901",true
a003B000005F2NMQA0,243980628,1971-01-22,Argentina,false,Brit,Genderqueer,Bromley,"Buffalo, New York - 0901",true
a003B000005F2NNQA0,996508792,1984-04-21,China,false,Alano,Genderqueer,Amort,"Albuquerque, New Mexico - 2407",true
a003B000005F2NOQA0,218232519,1958-07-22,Myanmar,true,Torre,Genderqueer,Boyat,"Buffalo, New York - 0901",true
a003B000005F2NPQA0,940484330,1955-02-15,Iceland,true,Demetra,Female,Liffe,"Albuquerque, New Mexico - 2407",true
a003B000005F2NQQA0,341362170,1999-12-30,Ukraine,true,Kellby,Non-binary,Banting,"Tucson, Arizona - 2609",true
a003B000005F2NRQA0,819926593,1995-05-19,Brazil,true,Ethelind,Genderfluid,Pensom,"Buffalo, New York - 0901",true
a003B000005F2NSQA0,429157338,1975-06-02,China,true,Waring,Non-binary,Ovendale,"Nogales, Arizona - 2604",true
a003B000005F2NTQA0,957619264,1952-11-26,Cuba,true,Nanice,Non-binary,Bocke,"Amarillo, Texas - 5502",true
a003B000005F2NUQA0,508792396,1973-01-09,Austria,false,Colin,Male,Linneman,"Nogales, Arizona - 2604",true
a003B000005F2NVQA0,932752831,1971-09-26,Brazil,true,Pamela,Agender,Bartoszek,"Rio Grande City, Texas - 2307",true
a003B000005F2NWQA0,842239345,1975-10-02,Peru,false,Brendis,Genderqueer,Gillhespy,"Rio Grande City, Texas - 2307",true
a003B000005F2NXQA0,597988896,1959-07-19,Sweden,false,Corty,Bigender,Grime,"Rio Grande City, Texas - 2307",true
a003B000005F2NYQA0,177265802,1982-06-19,Russia,true,Henrietta,Bigender,Cattermole,"Tucson, Arizona - 2609",true
a003B000005F2NZQA0,566555433,1963-09-07,Tunisia,true,Rustin,Female,Lillgard,"Nogales, Arizona - 2604",true
a003B000005F2NaQAK,449415053,1994-12-04,Cameroon,true,Ashley,Bigender,Quilleash,"Calexico East - Class A, California - 2507",true
a003B000005F2NbQAK,880967833,1959-06-11,Brazil,true,Erskine,Non-binary,Bussons,"Tucson, Arizona - 2609",true
a003B000005F2NcQAK,587075382,1950-07-31,Indonesia,false,Camella,Genderfluid,Tooze,"Tucson, Arizona - 2609",true
a003B000005F2NdQAK,442758454,1967-03-27,Ivory Coast,false,Ebony,Genderqueer,Anfrey,"Nogales, Arizona - 2604",true
a003B000005F2NeQAK,150472494,1968-10-07,China,true,Sarajane,Female,De La Hay,"Albuquerque, New Mexico - 2407",true
a003B000005F2NfQAK,597680379,1984-01-03,Indonesia,false,Mahmoud,Non-binary,Kidney,"Albuquerque, New Mexico - 2407",true
a003B000005F2NgQAK,440927386,1980-07-22,China,true,West,Non-binary,Bowcock,"Amarillo, Texas - 5502",true
a003B000005F2NhQAK,504262559,1960-07-21,Philippines,false,Auberon,Non-binary,Gandrich,"Albuquerque, New Mexico - 2407",true
a003B000005F2NiQAK,898109015,1996-07-31,Indonesia,true,Glori,Female,Sarsons,"Rio Grande City, Texas - 2307",true
a003B000005F2NjQAK,708620518,1974-01-23,Philippines,false,Bree,Polygender,Schutt,"Amarillo, Texas - 5502",true
a003B000005F2NkQAK,224709861,1967-09-18,China,false,Stirling,Bigender,Smeuin,"Tucson, Arizona - 2609",true
a003B000005F2NlQAK,253108029,1992-06-17,Indonesia,true,Mignonne,Male,Chapelhow,"Amarillo, Texas - 5502",true
a003B000005F2NmQAK,362402510,1998-07-12,Namibia,false,Gael,Non-binary,Olcot,"Amarillo, Texas - 5502",true
a003B000005F2NnQAK,902727188,1961-07-29,Poland,true,Derrik,Agender,Foxton,"Amarillo, Texas - 5502",true
a003B000005F2NoQAK,221186127,1977-01-10,China,true,Annabella,Male,Marshall,"Albuquerque, New Mexico - 2407",true
a003B000005F2NpQAK,104377463,1964-07-12,Philippines,true,Anabel,Male,Lechelle,"Calexico East - Class A, California - 2507",true
a003B000005F2XJQA0,514203791,1988-10-13,China,false,Therine,Agender,Tineman,"Rio Grande City, Texas - 2307",true
a003B000005F2XKQA0,892125202,1975-10-28,Bosnia and Herzegovina,true,Roselle,Polygender,Greeno,"Amarillo, Texas - 5502",true
a003B000005F2XLQA0,299277678,1978-02-01,Mexico,false,Devonna,Agender,Giffin,"Calexico East - Class A, California - 2507",true
a003B000005F2XMQA0,934475181,1971-01-03,China,true,Zacherie,Genderqueer,Thwaites,"Albuquerque, New Mexico - 2407",true
a003B000005F2XNQA0,728739981,1957-10-15,Indonesia,false,Cherianne,Genderqueer,Hinrichs,"Albuquerque, New Mexico - 2407",true
a003B000005F2XOQA0,591262110,1950-08-27,France,true,Anthea,Genderqueer,Broomhall,"Rio Grande City, Texas - 2307",true
a003B000005F2XPQA0,986196220,1978-07-19,Sweden,true,Diane-marie,Agender,Soars,"Albuquerque, New Mexico - 2407",true
a003B000005F2XQQA0,871553876,1957-02-17,Ethiopia,true,Alisun,Male,Clinkard,"Calexico East - Class A, California - 2507",true
a003B000005F2XRQA0,669995171,1961-12-27,Denmark,true,Ruthanne,Non-binary,Northfield,"Calexico East - Class A, California - 2507",true
a003B000005F2XSQA0,117867142,1999-11-08,Greece,false,Clovis,Agender,Bolland,"Rio Grande City, Texas - 2307",true
a003B000005F2XTQA0,420434225,1999-05-27,Russia,true,Monte,Bigender,Edgeon,"Buffalo, New York - 0901",true
a003B000005F2XUQA0,121857121,1993-08-28,Russia,true,Cori,Genderqueer,Foss,"Nogales, Arizona - 2604",true
a003B000005F2XVQA0,497822199,1979-11-26,Portugal,true,Rosalind,Female,Shipcott,"Calexico East - Class A, California - 2507",true
a003B000005F2XWQA0,288961641,1999-08-05,Colombia,false,Joelly,Male,Ayllett,"Rio Grande City, Texas - 2307",true
a003B000005F2XXQA0,273196253,1983-06-18,Chile,true,Sena,Genderqueer,Mellings,"Rio Grande City, Texas - 2307",true
a003B000005F2XYQA0,426414251,1954-09-03,Russia,true,Xymenes,Genderqueer,Corson,"Rio Grande City, Texas - 2307",true
a003B000005F2XZQA0,588723517,1988-08-08,Indonesia,true,Bellanca,Polygender,Habard,"Amarillo, Texas - 5502",true
a003B000005F2XaQAK,222643352,1958-01-05,China,true,Elaine,Genderfluid,Tumulty,"Tucson, Arizona - 2609",true
a003B000005F2XbQAK,188984730,1993-01-13,Poland,true,Blair,Agender,Streather,"Tucson, Arizona - 2609",true
a003B000005F2XcQAK,904397309,1988-01-05,Japan,false,Thomasine,Agender,Kesley,"Nogales, Arizona - 2604",true
a003B000005F2XdQAK,548897041,1998-07-21,Bolivia,false,Elna,Male,Valance,"Amarillo, Texas - 5502",true
a003B000005F2XeQAK,159177924,1962-01-23,Indonesia,true,Talbert,Non-binary,Newick,"Albuquerque, New Mexico - 2407",true
a003B000005F2XfQAK,686658247,1988-01-22,Czech Republic,true,Garey,Bigender,Mutton,"Albuquerque, New Mexico - 2407",true
a003B000005F2XgQAK,879316897,1993-01-22,Philippines,true,Demott,Bigender,McGauhy,"Albuquerque, New Mexico - 2407",true
a003B000005F2XhQAK,635909653,1966-06-18,China,false,Kameko,Polygender,Boydon,"Albuquerque, New Mexico - 2407",true
a003B000005F2XiQAK,344884163,1955-04-14,Mexico,true,Gill,Bigender,Cargon,"Nogales, Arizona - 2604",true
a003B000005F2XjQAK,259554163,1956-10-26,Russia,true,Caroljean,Bigender,Alvar,"Albuquerque, New Mexico - 2407",true
a003B000005F2XkQAK,671686576,1977-10-22,Finland,true,Hermie,Female,Rief,"Amarillo, Texas - 5502",true
a003B000005F2XlQAK,885614118,1974-07-06,Philippines,true,Tammara,Bigender,Jerrard,"Calexico East - Class A, California - 2507",true
a003B000005F2XmQAK,251477752,1985-12-21,Democratic Republic of the Congo,true,Shela,Female,Dunkinson,"Rio Grande City, Texas - 2307",true
a003B000005F2XnQAK,560886657,1998-04-07,Palestinian Territory,false,Madelin,Agender,Chattaway,"Rio Grande City, Texas - 2307",true
a003B000005F2XoQAK,708776640,1984-09-13,China,false,Orson,Polygender,Barwick,"Nogales, Arizona - 2604",true
a003B000005F2XpQAK,306334001,1953-04-11,Philippines,false,Julissa,Female,Hallagan,"Buffalo, New York - 0901",true
a003B000005F2XqQAK,816185796,1977-11-13,Ukraine,false,Margarita,Bigender,Ghidoni,"Albuquerque, New Mexico - 2407",true
a003B000005F2XrQAK,265378010,1975-07-29,United Kingdom,true,Shirley,Genderqueer,Roblin,"Nogales, Arizona - 2604",true
a003B000005F2XsQAK,276723102,1978-01-18,Oman,true,Clementine,Bigender,Simonnot,"Calexico East - Class A, California - 2507",true
a003B000005F2XtQAK,765627478,1968-08-12,Sweden,false,Hanni,Bigender,Spark,"Albuquerque, New Mexico - 2407",true
a003B000005F2XuQAK,761943634,1954-05-01,China,false,Cloe,Genderfluid,Wheelband,"Nogales, Arizona - 2604",true
a003B000005F2XvQAK,578752106,1974-04-18,Russia,false,Gabe,Bigender,Gorriessen,"Calexico East - Class A, California - 2507",true
a003B000005F2XwQAK,651245609,1999-09-30,China,true,Horace,Genderfluid,Richfield,"Nogales, Arizona - 2604",true
a003B000005F2NqQAK,794329434,1956-09-22,Sudan,false,Richmond,Non-binary,Cuppitt,"Rio Grande City, Texas - 2307",true
a003B000005F2NrQAK,442391739,1978-11-14,Portugal,true,Chiarra,Non-binary,Curtois,"Calexico East - Class A, California - 2507",true
a003B000005F2NsQAK,962061137,1984-09-12,China,true,Cristine,Non-binary,Aucoate,"Amarillo, Texas - 5502",true
a003B000005F2NtQAK,119717092,1967-05-16,Colombia,true,Auberta,Genderqueer,Langworthy,"Tucson, Arizona - 2609",true
a003B000005F2NuQAK,362442942,1961-05-01,Canada,true,Ludwig,Polygender,Edmonds,"Tucson, Arizona - 2609",true
a003B000005F2NvQAK,416369328,1961-06-07,Brazil,false,Cathyleen,Bigender,Schimpke,"Tucson, Arizona - 2609",true
a003B000005F2NwQAK,307307169,1954-08-31,Portugal,true,Dulcinea,Polygender,Uccello,"Amarillo, Texas - 5502",true
a003B000005F2NxQAK,740307437,1982-05-11,Malawi,false,Edsel,Genderqueer,Loggie,"Nogales, Arizona - 2604",true
a003B000005F2NyQAK,126230680,1974-04-15,Indonesia,false,Corinne,Non-binary,Haining,"Rio Grande City, Texas - 2307",true
a003B000005F2NzQAK,628065977,1992-01-07,Costa Rica,false,Micki,Polygender,Duckworth,"Nogales, Arizona - 2604",true
a003B000005F2O0QAK,159573711,1965-05-27,Indonesia,true,Heriberto,Genderfluid,Louden,"Amarillo, Texas - 5502",true
a003B000005F2O1QAK,341434294,1953-11-23,Morocco,true,Ermina,Genderfluid,Flacke,"Rio Grande City, Texas - 2307",true
a003B000005F2O2QAK,791719643,1963-03-18,Russia,true,Salomon,Non-binary,Gentner,"Tucson, Arizona - 2609",true
a003B000005F2O3QAK,231847184,1996-07-10,Argentina,true,Ranique,Polygender,Whiteside,"Albuquerque, New Mexico - 2407",true
a003B000005F2O4QAK,806692222,1960-10-22,China,true,William,Non-binary,Swin,"Albuquerque, New Mexico - 2407",true
a003B000005F2O5QAK,359810598,1997-08-04,Malawi,true,Ferrell,Female,McGlaughn,"Rio Grande City, Texas - 2307",true
a003B000005F2O6QAK,899819021,1999-03-07,Mexico,true,Angie,Agender,Hallatt,"Rio Grande City, Texas - 2307",true
a003B000005F2O7QAK,745560920,1956-03-16,China,true,Kelsey,Genderqueer,Shaul,"Amarillo, Texas - 5502",true
a003B000005F2O8QAK,325426280,1998-12-13,Ukraine,false,Joana,Agender,Becke,"Amarillo, Texas - 5502",true
a003B000005F2O9QAK,130660283,1952-02-21,Poland,true,Junette,Agender,Ondrak,"Nogales, Arizona - 2604",true
a003B000005F2OAQA0,932355654,1954-06-11,Indonesia,false,Abelard,Male,Jaray,"Tucson, Arizona - 2609",true
a003B000005F2OBQA0,124437547,1964-07-06,Sweden,false,Gayle,Bigender,Werrit,"Amarillo, Texas - 5502",true
a003B000005F2OCQA0,261009068,1987-10-19,China,true,Rosene,Female,Logan,"Nogales, Arizona - 2604",true
a003B000005F2ODQA0,792223506,1986-12-01,China,false,Legra,Genderqueer,Itzhayek,"Rio Grande City, Texas - 2307",true
a003B000005F2OEQA0,852210157,1964-06-10,Argentina,true,Filberte,Genderqueer,Skinn,"Rio Grande City, Texas - 2307",true
a003B000005F2OFQA0,816753777,1986-08-17,Brazil,true,Carlie,Bigender,Gerold,"Amarillo, Texas - 5502",true
a003B000005F2OGQA0,161348818,1958-06-25,Argentina,true,Brantley,Polygender,Crossthwaite,"Tucson, Arizona - 2609",true
a003B000005F2OHQA0,568249020,1967-01-19,Colombia,false,Effie,Non-binary,Matej,"Calexico East - Class A, California - 2507",true
a003B000005F2OIQA0,488249957,1976-11-15,Micronesia,true,Bevon,Female,Childerhouse,"Tucson, Arizona - 2609",true
a003B000005F2OJQA0,625657606,1952-02-02,China,false,Norby,Female,Whitlam,"Tucson, Arizona - 2609",true
a003B000005F2OKQA0,617660105,1961-10-19,Poland,true,Joly,Genderfluid,Pietruszka,"Albuquerque, New Mexico - 2407",true
a003B000005F2OLQA0,932223525,1992-07-15,Indonesia,false,Timothea,Bigender,Ockendon,"Rio Grande City, Texas - 2307",true
a003B000005F2OMQA0,952825200,1968-03-23,United States,true,Rubie,Male,Nutty,"Calexico East - Class A, California - 2507",true
a003B000005F2ONQA0,443451256,1976-01-23,Philippines,false,Corby,Non-binary,Garred,"Albuquerque, New Mexico - 2407",true
a003B000005F2OOQA0,821295730,1982-04-17,Nigeria,false,Cassondra,Polygender,Constantine,"Calexico East - Class A, California - 2507",true
a003B000005F2OPQA0,369036837,1983-05-24,China,false,Noemi,Bigender,Lack,"Nogales, Arizona - 2604",true
a003B000005F2OQQA0,759930631,1991-08-09,Poland,true,Phaedra,Non-binary,Deer,"Calexico East - Class A, California - 2507",true
a003B000005F2ORQA0,858560720,1952-01-15,Colombia,false,Errol,Male,Quartly,"Albuquerque, New Mexico - 2407",true
a003B000005F2OSQA0,714634294,1960-02-03,Russia,true,Deloris,Bigender,Heaney,"Amarillo, Texas - 5502",true
a003B000005F2OTQA0,593186261,1959-06-12,Philippines,true,Rriocard,Non-binary,Radborne,"Buffalo, New York - 0901",true
a003B000005F2XxQAK,202712375,1973-03-01,Russia,false,Prinz,Bigender,Okenden,"Calexico East - Class A, California - 2507",true
a003B000005F2XyQAK,869042673,1954-07-13,Peru,true,Dionysus,Genderqueer,Texton,"Rio Grande City, Texas - 2307",true
a003B000005F2XzQAK,683037893,1955-01-15,Norway,true,Laughton,Bigender,Gagen,"Buffalo, New York - 0901",true
a003B000005F2Y0QAK,474379734,1982-12-27,China,true,Sammie,Bigender,Basten,"Albuquerque, New Mexico - 2407",true
a003B000005F2Y1QAK,246777728,1970-07-23,Germany,true,Ashlin,Agender,Duffil,"Albuquerque, New Mexico - 2407",true
a003B000005F2Y2QAK,993567077,1998-05-04,Philippines,true,Matti,Polygender,Varian,"Amarillo, Texas - 5502",true
a003B000005F2Y3QAK,320027012,1992-02-26,Japan,true,Simona,Genderfluid,Tickner,"Rio Grande City, Texas - 2307",true
a003B000005F2Y4QAK,910131077,1986-05-18,China,false,Dur,Agender,Sember,"Rio Grande City, Texas - 2307",true
a003B000005F2Y5QAK,694188039,1956-08-13,Indonesia,false,Teressa,Male,Rawling,"Albuquerque, New Mexico - 2407",true
a003B000005F2Y6QAK,599103769,1969-06-07,Poland,true,Julie,Non-binary,MacKenzie,"Amarillo, Texas - 5502",true
a003B000005F2Y7QAK,811933990,1988-04-23,Afghanistan,false,Warde,Non-binary,Clues,"Rio Grande City, Texas - 2307",true
a003B000005F2Y8QAK,515785368,1981-08-01,France,false,Lynne,Agender,Scudamore,"Rio Grande City, Texas - 2307",true
a003B000005F2Y9QAK,803453048,1956-03-26,Indonesia,false,Hendrika,Genderfluid,Gwioneth,"Tucson, Arizona - 2609",true
a003B000005F2YAQA0,277784881,1986-08-20,China,false,Kip,Bigender,Cavy,"Amarillo, Texas - 5502",true
a003B000005F2YBQA0,398786409,1996-05-16,Portugal,true,Perkin,Genderqueer,Veldman,"Calexico East - Class A, California - 2507",true
a003B000005F2YCQA0,565395356,1959-12-18,Portugal,false,Hector,Female,Hearnaman,"Tucson, Arizona - 2609",true
a003B000005F2YDQA0,964677810,1976-11-30,France,true,Susette,Genderqueer,Hambatch,"Albuquerque, New Mexico - 2407",true
a003B000005F2YEQA0,283360381,1994-01-15,Kuwait,false,Dorothee,Genderqueer,Wibrew,"Tucson, Arizona - 2609",true
a003B000005F2YFQA0,614078461,1961-12-07,Philippines,true,Stan,Genderqueer,Hinken,"Calexico East - Class A, California - 2507",true
a003B000005F2YGQA0,691081617,1994-09-06,China,true,Tabbie,Genderqueer,Smullen,"Rio Grande City, Texas - 2307",true
a003B000005F2YHQA0,609197483,1975-02-11,Brazil,true,Henderson,Non-binary,Chate,"Rio Grande City, Texas - 2307",true
a003B000005F2YIQA0,292225424,1972-07-13,Greece,false,Cello,Non-binary,Calven,"Nogales, Arizona - 2604",true
a003B000005F2YJQA0,890470299,1963-07-11,China,true,Glory,Bigender,Palmer,"Tucson, Arizona - 2609",true
a003B000005F2YKQA0,491420741,1966-03-15,Malaysia,false,Jozef,Genderqueer,Gurley,"Tucson, Arizona - 2609",true
a003B000005F2YLQA0,314937897,1951-07-18,Morocco,false,Aprilette,Non-binary,Bance,"Calexico East - Class A, California - 2507",true
a003B000005F2YMQA0,189844500,1952-12-27,China,false,Lulita,Non-binary,Plomer,"Tucson, Arizona - 2609",true
a003B000005F2YNQA0,327744406,1985-03-30,Philippines,false,Miriam,Bigender,Bentley,"Albuquerque, New Mexico - 2407",true
a003B000005F2YOQA0,869245259,1975-08-14,Honduras,true,Gertrude,Polygender,Scough,"Tucson, Arizona - 2609",true
a003B000005F2YPQA0,768916597,1983-03-31,Peru,false,Cherlyn,Bigender,Van de Castele,"Buffalo, New York - 0901",true
a003B000005F2YQQA0,300560708,1962-07-09,South Africa,true,Olva,Male,Tuting,"Rio Grande City, Texas - 2307",true
a003B000005F2YRQA0,953439682,1981-09-09,Peru,false,Molly,Agender,Loadman,"Calexico East - Class A, California - 2507",true
a003B000005F2YSQA0,884745057,1960-04-04,China,false,Lotty,Male,Asher,"Amarillo, Texas - 5502",true
a003B000005F2YTQA0,785251305,1955-09-12,Kenya,true,Jenica,Polygender,Moorton,"Amarillo, Texas - 5502",true
a003B000005F2YUQA0,388954541,1992-11-23,China,false,Ephraim,Polygender,Lewsey,"Nogales, Arizona - 2604",true
a003B000005F2YVQA0,888962076,1977-04-27,Slovenia,false,Yancy,Non-binary,Ubach,"Nogales, Arizona - 2604",true
a003B000005F2YWQA0,633676350,1993-07-25,Russia,false,Larine,Non-binary,Skpsey,"Nogales, Arizona - 2604",true
a003B000005F2YXQA0,140194638,1989-02-09,Russia,false,Seamus,Agender,Causer,"Tucson, Arizona - 2609",true
a003B000005F2YYQA0,940157430,1954-09-15,Palestinian Territory,false,Marlowe,Agender,Baff,"Tucson, Arizona - 2609",true
a003B000005F2YZQA0,850274649,1984-11-09,China,true,Gay,Bigender,Ivic,"Buffalo, New York - 0901",true
a003B000005F2YaQAK,263317717,1966-07-21,Colombia,true,Philis,Non-binary,Haysar,"Tucson, Arizona - 2609",true
a003B000005F2OUQA0,296394915,1995-08-16,Serbia,false,Candice,Bigender,Bealing,"Nogales, Arizona - 2604",true
a003B000005F2OVQA0,831457716,1994-09-13,Cyprus,false,Baron,Non-binary,Thornally,"Buffalo, New York - 0901",true
a003B000005F2OWQA0,533645869,1981-06-21,Philippines,false,Beauregard,Male,Keaveny,"Nogales, Arizona - 2604",true
a003B000005F2OXQA0,692687096,1974-12-05,Kazakhstan,false,Devland,Female,Rusling,"Buffalo, New York - 0901",true
a003B000005F2OYQA0,158163035,1971-01-16,Argentina,true,Klaus,Genderfluid,Hounihan,"Nogales, Arizona - 2604",true
a003B000005F2OZQA0,316977236,1989-11-15,Netherlands,false,Trish,Polygender,Cloney,"Buffalo, New York - 0901",true
a003B000005F2OaQAK,235900057,1977-07-25,Brazil,false,Pauly,Male,Beadnell,"Nogales, Arizona - 2604",true
a003B000005F2ObQAK,326340454,1983-10-21,Ukraine,false,Kally,Genderqueer,Philipard,"Calexico East - Class A, California - 2507",true
a003B000005F2OcQAK,339527121,1996-09-25,Mexico,true,Linus,Male,Vasilechko,"Albuquerque, New Mexico - 2407",true
a003B000005F2OdQAK,967054945,1969-01-21,Afghanistan,true,Raffarty,Polygender,Robart,"Nogales, Arizona - 2604",true
a003B000005F2OeQAK,900465370,1962-07-21,Poland,false,Deonne,Genderqueer,MacMenemy,"Tucson, Arizona - 2609",true
a003B000005F2OfQAK,168320683,1998-07-01,Russia,false,Kira,Bigender,Ledgard,"Buffalo, New York - 0901",true
a003B000005F2OgQAK,811625241,1969-06-11,China,true,Ajay,Polygender,Vaudre,"Albuquerque, New Mexico - 2407",true
a003B000005F2OhQAK,334589979,1964-03-03,Indonesia,false,Dante,Male,Shelmardine,"Rio Grande City, Texas - 2307",true
a003B000005F2OiQAK,574943234,1951-07-27,Indonesia,false,Elsinore,Genderqueer,Phythean,"Rio Grande City, Texas - 2307",true
a003B000005F2OjQAK,284479886,1973-04-23,China,false,Barbey,Genderqueer,Arndell,"Nogales, Arizona - 2604",true
a003B000005F2OkQAK,192150809,1967-07-11,Nigeria,false,Ennis,Male,Paik,"Buffalo, New York - 0901",true
a003B000005F2OlQAK,674739847,1959-11-16,Indonesia,true,Happy,Agender,Knowles,"Amarillo, Texas - 5502",true
a003B000005F2OmQAK,480308448,1981-08-01,Norway,true,Tierney,Non-binary,Collumbine,"Amarillo, Texas - 5502",true
a003B000005F2OnQAK,302768527,1964-03-03,Aruba,true,Bancroft,Genderfluid,McIlhagga,"Rio Grande City, Texas - 2307",true
a003B000005F2OoQAK,876254951,1954-10-11,Kyrgyzstan,true,Clarita,Male,Evill,"Nogales, Arizona - 2604",true
a003B000005F2OpQAK,577579604,1986-12-13,United States,false,Nissie,Polygender,Hugonnet,"Amarillo, Texas - 5502",true
a003B000005F2OqQAK,597579260,1953-09-05,France,true,Tawsha,Genderfluid,Hurdwell,"Buffalo, New York - 0901",true
